DEPADM;DepBol;NomeDepBol;codRMet;CODESC;NOMESC;SERIE_ANO;cod_per;periodo;co_comp;ds_comp;medprof
1;1;Rede Estadual;1;9702;OSVALDO ELCI PROFESSOR;5º Ano EF;9;GERAL;2;MATEMÁTICA;209,1
1;1;Rede Estadual;1;9714;RICARDINA CAMPELLO FONSECA RODRIGUES;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;190,2
1;1;Rede Estadual;1;9714;RICARDINA CAMPELLO FONSECA RODRIGUES;3º Ano EF;9;GERAL;2;MATEMÁTICA;214,2
1;1;Rede Estadual;1;9714;RICARDINA CAMPELLO FONSECA RODRIGUES;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;217,9
1;1;Rede Estadual;1;9714;RICARDINA CAMPELLO FONSECA RODRIGUES;5º Ano EF;9;GERAL;2;MATEMÁTICA;218,3
1;1;Rede Estadual;1;9726;MARIO SALES SOUTO ENGENHEIRO;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;173,6
1;1;Rede Estadual;1;9726;MARIO SALES SOUTO ENGENHEIRO;3º Ano EF;9;GERAL;2;MATEMÁTICA;186
1;1;Rede Estadual;1;9726;MARIO SALES SOUTO ENGENHEIRO;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;203,7
1;1;Rede Estadual;1;9726;MARIO SALES SOUTO ENGENHEIRO;5º Ano EF;9;GERAL;2;MATEMÁTICA;205,6
1;1;Rede Estadual;1;9726;MARIO SALES SOUTO ENGENHEIRO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;252,4
1;1;Rede Estadual;1;9726;MARIO SALES SOUTO ENGENHEIRO;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,2
1;1;Rede Estadual;1;9738;HADLA FERES PROFESSORA;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;202
1;1;Rede Estadual;1;9738;HADLA FERES PROFESSORA;5º Ano EF;9;GERAL;2;MATEMÁTICA;203,4
1;1;Rede Estadual;1;9738;HADLA FERES PROFESSORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;247,4
1;1;Rede Estadual;1;9738;HADLA FERES PROFESSORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;249,3
1;1;Rede Estadual;1;9738;HADLA FERES PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;263,9
1;1;Rede Estadual;1;9738;HADLA FERES PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;261,5
1;1;Rede Estadual;1;9748;IGNEZ DOS SANTOS SILVA;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;185,2
1;1;Rede Estadual;1;9748;IGNEZ DOS SANTOS SILVA;3º Ano EF;9;GERAL;2;MATEMÁTICA;202,7
1;1;Rede Estadual;1;9748;IGNEZ DOS SANTOS SILVA;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;215,4
1;1;Rede Estadual;1;9748;IGNEZ DOS SANTOS SILVA;5º Ano EF;9;GERAL;2;MATEMÁTICA;221,1
1;1;Rede Estadual;1;9751;TOUFIC JOULIAN;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;268
1;1;Rede Estadual;1;9751;TOUFIC JOULIAN;9º Ano EF;9;GERAL;2;MATEMÁTICA;270,8
1;1;Rede Estadual;1;9751;TOUFIC JOULIAN;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;281,2
1;1;Rede Estadual;1;9751;TOUFIC JOULIAN;EM-3ª série;9;GERAL;2;MATEMÁTICA;276
1;1;Rede Estadual;1;9763;AMOS MEUCCI;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;258,4
1;1;Rede Estadual;1;9763;AMOS MEUCCI;9º Ano EF;9;GERAL;2;MATEMÁTICA;265
1;1;Rede Estadual;1;9763;AMOS MEUCCI;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;285
1;1;Rede Estadual;1;9763;AMOS MEUCCI;EM-3ª série;9;GERAL;2;MATEMÁTICA;272,8
1;1;Rede Estadual;1;9787;IVANI MARIA PAES PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;281
1;1;Rede Estadual;1;9787;IVANI MARIA PAES PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;275,6
1;1;Rede Estadual;1;9799;CAIO PRADO JUNIOR DEPUTADO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;266
1;1;Rede Estadual;1;9799;CAIO PRADO JUNIOR DEPUTADO;EM-3ª série;9;GERAL;2;MATEMÁTICA;271,8
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;205,3
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;3º Ano EF;9;GERAL;2;MATEMÁTICA;260,9
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;248
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;5º Ano EF;9;GERAL;2;MATEMÁTICA;253,6
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;273,1
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;9º Ano EF;9;GERAL;2;MATEMÁTICA;273,7
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;286,4
1;1;Rede Estadual;1;9817;VICTORIO FORNASARO;EM-3ª série;9;GERAL;2;MATEMÁTICA;273
1;1;Rede Estadual;1;9830;REPUBLICA DO EQUADOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;280,2
1;1;Rede Estadual;1;9830;REPUBLICA DO EQUADOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;283
1;1;Rede Estadual;1;9842;DIVA DA CUNHA BARRA PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;266
1;1;Rede Estadual;1;9842;DIVA DA CUNHA BARRA PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;266,8
1;1;Rede Estadual;1;9854;WILLIAN RODRIGUES REBUA PROFESSOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;303,9
1;1;Rede Estadual;1;9854;WILLIAN RODRIGUES REBUA PROFESSOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;307,3
1;1;Rede Estadual;1;9878;ALAYDE DOMINGUES COUTO MACEDO PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;280,6
1;1;Rede Estadual;1;9878;ALAYDE DOMINGUES COUTO MACEDO PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;280,4
1;1;Rede Estadual;1;9885;EDGARD DE MOURA BITTENCOURT DESEMBARGADOR;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;243,8
1;1;Rede Estadual;1;9885;EDGARD DE MOURA BITTENCOURT DESEMBARGADOR;9º Ano EF;9;GERAL;2;MATEMÁTICA;249,7
1;1;Rede Estadual;1;9891;JOSE WILSON PADINHA PROFESSOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;269,8
1;1;Rede Estadual;1;9891;JOSE WILSON PADINHA PROFESSOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;271,3
1;1;Rede Estadual;1;9912;ALDEIA DE BARUERI;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;291
1;1;Rede Estadual;1;9912;ALDEIA DE BARUERI;EM-3ª série;9;GERAL;2;MATEMÁTICA;287,3
1;1;Rede Estadual;1;9921;JOSE DOMINGOS DA SILVEIRA PROFESSOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;249,8
1;1;Rede Estadual;1;9921;JOSE DOMINGOS DA SILVEIRA PROFESSOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;251,8
1;1;Rede Estadual;1;9945;CARLOS ALBERTO PEREIRA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;272,2
1;1;Rede Estadual;1;9945;CARLOS ALBERTO PEREIRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;294,5
1;1;Rede Estadual;1;9957;PORCINO RODRIGUES PROF;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;266,2
1;1;Rede Estadual;1;9957;PORCINO RODRIGUES PROF;9º Ano EF;9;GERAL;2;MATEMÁTICA;263,5
1;1;Rede Estadual;1;9957;PORCINO RODRIGUES PROF;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;302,1
1;1;Rede Estadual;1;9957;PORCINO RODRIGUES PROF;EM-3ª série;9;GERAL;2;MATEMÁTICA;305,8
1;1;Rede Estadual;1;9970;ISABEL A REDENTORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;248,6
1;1;Rede Estadual;1;9970;ISABEL A REDENTORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,6
1;1;Rede Estadual;1;9970;ISABEL A REDENTORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;259,3
1;1;Rede Estadual;1;9970;ISABEL A REDENTORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;253
1;1;Rede Estadual;1;9982;MATILDE MARIA CREMM;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;252
1;1;Rede Estadual;1;9982;MATILDE MARIA CREMM;9º Ano EF;9;GERAL;2;MATEMÁTICA;252
1;1;Rede Estadual;1;9982;MATILDE MARIA CREMM;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;292,5
1;1;Rede Estadual;1;9982;MATILDE MARIA CREMM;EM-3ª série;9;GERAL;2;MATEMÁTICA;295,9
1;1;Rede Estadual;1;9994;SEBASTIAO DE MORAES CARDOSO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;259,5
1;1;Rede Estadual;1;9994;SEBASTIAO DE MORAES CARDOSO;9º Ano EF;9;GERAL;2;MATEMÁTICA;248
1;1;Rede Estadual;1;9994;SEBASTIAO DE MORAES CARDOSO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;284
1;1;Rede Estadual;1;9994;SEBASTIAO DE MORAES CARDOSO;EM-3ª série;9;GERAL;2;MATEMÁTICA;275,7
1;1;Rede Estadual;1;10005;JOAO BAPTISTA DE OLIVEIRA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;259,8
1;1;Rede Estadual;1;10005;JOAO BAPTISTA DE OLIVEIRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;263,1
1;1;Rede Estadual;1;10017;MARIANINHA QUEIROZ PROFESSORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;243,6
1;1;Rede Estadual;1;10017;MARIANINHA QUEIROZ PROFESSORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,2
1;1;Rede Estadual;1;10017;MARIANINHA QUEIROZ PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;289,2
1;1;Rede Estadual;1;10017;MARIANINHA QUEIROZ PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;279,1
1;1;Rede Estadual;1;10029;ANGENOR DE OLIVEIRA POETA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;243,2
1;1;Rede Estadual;1;10029;ANGENOR DE OLIVEIRA POETA;9º Ano EF;9;GERAL;2;MATEMÁTICA;239,3
1;1;Rede Estadual;1;10029;ANGENOR DE OLIVEIRA POETA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;292,4
1;1;Rede Estadual;1;10029;ANGENOR DE OLIVEIRA POETA;EM-3ª série;9;GERAL;2;MATEMÁTICA;313,9
1;1;Rede Estadual;1;10030;ODETTE DE SOUZA CARVALHO MADRE;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;259,9
1;1;Rede Estadual;1;10030;ODETTE DE SOUZA CARVALHO MADRE;9º Ano EF;9;GERAL;2;MATEMÁTICA;275,4
1;1;Rede Estadual;1;10030;ODETTE DE SOUZA CARVALHO MADRE;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;287,5
1;1;Rede Estadual;1;10030;ODETTE DE SOUZA CARVALHO MADRE;EM-3ª série;9;GERAL;2;MATEMÁTICA;289,2
1;1;Rede Estadual;1;10042;BRASILINA VALENTE;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;186,3
1;1;Rede Estadual;1;10042;BRASILINA VALENTE;3º Ano EF;9;GERAL;2;MATEMÁTICA;214,2
1;1;Rede Estadual;1;10042;BRASILINA VALENTE;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;201,1
1;1;Rede Estadual;1;10042;BRASILINA VALENTE;5º Ano EF;9;GERAL;2;MATEMÁTICA;205
1;1;Rede Estadual;1;10054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;235,6
1;1;Rede Estadual;1;10054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;246,5
1;1;Rede Estadual;1;10054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;252,6
1;1;Rede Estadual;1;10054;MARIA ANTONIETA MARTINS DE ALMEIDA PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;264,8
1;1;Rede Estadual;1;10066;SOLANO TRINDADE;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;243,6
1;1;Rede Estadual;1;10066;SOLANO TRINDADE;9º Ano EF;9;GERAL;2;MATEMÁTICA;245,1
1;1;Rede Estadual;1;10066;SOLANO TRINDADE;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;272,1
1;1;Rede Estadual;1;10066;SOLANO TRINDADE;EM-3ª série;9;GERAL;2;MATEMÁTICA;262,6
1;1;Rede Estadual;1;10078;ELIZETE DE OLIVEIRA BERTINI;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;180,9
1;1;Rede Estadual;1;10078;ELIZETE DE OLIVEIRA BERTINI;3º Ano EF;9;GERAL;2;MATEMÁTICA;189,4
1;1;Rede Estadual;1;10078;ELIZETE DE OLIVEIRA BERTINI;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;208,2
1;1;Rede Estadual;1;10078;ELIZETE DE OLIVEIRA BERTINI;5º Ano EF;9;GERAL;2;MATEMÁTICA;207,4
1;1;Rede Estadual;1;10091;PAULO CHAGAS NOGUEIRA ENGENHEIRO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;245,2
1;1;Rede Estadual;1;10091;PAULO CHAGAS NOGUEIRA ENGENHEIRO;9º Ano EF;9;GERAL;2;MATEMÁTICA;240
1;1;Rede Estadual;1;10091;PAULO CHAGAS NOGUEIRA ENGENHEIRO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;273,3
1;1;Rede Estadual;1;10091;PAULO CHAGAS NOGUEIRA ENGENHEIRO;EM-3ª série;9;GERAL;2;MATEMÁTICA;270
1;1;Rede Estadual;1;10121;EULALIA MALTA PROFESSORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;281,1
1;1;Rede Estadual;1;10121;EULALIA MALTA PROFESSORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;277,3
1;1;Rede Estadual;1;10121;EULALIA MALTA PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;289,4
1;1;Rede Estadual;1;10121;EULALIA MALTA PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;284,8
1;1;Rede Estadual;1;10133;MARIA AUXILIADORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;263,5
1;1;Rede Estadual;1;10133;MARIA AUXILIADORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;252,8
1;1;Rede Estadual;1;10133;MARIA AUXILIADORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;279,7
1;1;Rede Estadual;1;10133;MARIA AUXILIADORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;278,1
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;175,5
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;3º Ano EF;9;GERAL;2;MATEMÁTICA;192,1
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;205,2
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;5º Ano EF;9;GERAL;2;MATEMÁTICA;220,1
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;242,6
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;9º Ano EF;9;GERAL;2;MATEMÁTICA;249,5
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;282,9
1;1;Rede Estadual;1;10145;IRIA KUNZ IRMA;EM-3ª série;9;GERAL;2;MATEMÁTICA;274,9
1;1;Rede Estadual;1;10157;OREDO RODRIGUES DA CRUZ;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;262,4
1;1;Rede Estadual;1;10157;OREDO RODRIGUES DA CRUZ;9º Ano EF;9;GERAL;2;MATEMÁTICA;260
1;1;Rede Estadual;1;10157;OREDO RODRIGUES DA CRUZ;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;270,1
1;1;Rede Estadual;1;10157;OREDO RODRIGUES DA CRUZ;EM-3ª série;9;GERAL;2;MATEMÁTICA;275,8
1;1;Rede Estadual;1;10169;LAURITA ORTEGA MARI;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;243,5
1;1;Rede Estadual;1;10169;LAURITA ORTEGA MARI;9º Ano EF;9;GERAL;2;MATEMÁTICA;246,7
1;1;Rede Estadual;1;10169;LAURITA ORTEGA MARI;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;268,1
1;1;Rede Estadual;1;10169;LAURITA ORTEGA MARI;EM-3ª série;9;GERAL;2;MATEMÁTICA;263
1;1;Rede Estadual;1;10170;JULIETA CALDAS FERRAZ PROFESSORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;255,6
1;1;Rede Estadual;1;10170;JULIETA CALDAS FERRAZ PROFESSORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;255,5
1;1;Rede Estadual;1;10182;ANTONIO RUY CARDOSO PROFESSOR;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;252,3
1;1;Rede Estadual;1;10182;ANTONIO RUY CARDOSO PROFESSOR;9º Ano EF;9;GERAL;2;MATEMÁTICA;248,7
1;1;Rede Estadual;1;10182;ANTONIO RUY CARDOSO PROFESSOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;268,2
1;1;Rede Estadual;1;10182;ANTONIO RUY CARDOSO PROFESSOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;261,5
1;1;Rede Estadual;1;10194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;260,8
1;1;Rede Estadual;1;10194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR;9º Ano EF;9;GERAL;2;MATEMÁTICA;259,5
1;1;Rede Estadual;1;10194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;277,6
1;1;Rede Estadual;1;10194;ALIPIO DE OLIVEIRA E SILVA PROFESSOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;272
1;1;Rede Estadual;1;10236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;233,6
1;1;Rede Estadual;1;10236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR;9º Ano EF;9;GERAL;2;MATEMÁTICA;239,2
1;1;Rede Estadual;1;10236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;267,4
1;1;Rede Estadual;1;10236;REYNALDO DO NASCIMENTO FALLEIROS DOUTOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;267,4
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;178,5
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;3º Ano EF;9;GERAL;2;MATEMÁTICA;192,6
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;206,4
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;5º Ano EF;9;GERAL;2;MATEMÁTICA;196,3
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;250,2
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;9º Ano EF;9;GERAL;2;MATEMÁTICA;257,6
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;289,3
1;1;Rede Estadual;1;10248;JOAO CALY PROFESSOR;EM-3ª série;9;GERAL;2;MATEMÁTICA;279,2
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;185,5
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;3º Ano EF;9;GERAL;2;MATEMÁTICA;195
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;238,9
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;5º Ano EF;9;GERAL;2;MATEMÁTICA;253,8
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;248,5
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;9º Ano EF;9;GERAL;2;MATEMÁTICA;255,8
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;271,2
1;1;Rede Estadual;1;10259;ANTONIO INACIO MACIEL;EM-3ª série;9;GERAL;2;MATEMÁTICA;271,4
1;1;Rede Estadual;1;10261;ALMIR PEREIRA BAHIA REVERENDO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;256,6
1;1;Rede Estadual;1;10261;ALMIR PEREIRA BAHIA REVERENDO;9º Ano EF;9;GERAL;2;MATEMÁTICA;260,9
1;1;Rede Estadual;1;10261;ALMIR PEREIRA BAHIA REVERENDO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;273,5
1;1;Rede Estadual;1;10261;ALMIR PEREIRA BAHIA REVERENDO;EM-3ª série;9;GERAL;2;MATEMÁTICA;265,4
1;1;Rede Estadual;1;10273;MARIA ANDRE SCHUNCK DONA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;239,3
1;1;Rede Estadual;1;10273;MARIA ANDRE SCHUNCK DONA;9º Ano EF;9;GERAL;2;MATEMÁTICA;243,5
1;1;Rede Estadual;1;10273;MARIA ANDRE SCHUNCK DONA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;289,7
1;1;Rede Estadual;1;10273;MARIA ANDRE SCHUNCK DONA;EM-3ª série;9;GERAL;2;MATEMÁTICA;280,9
1;1;Rede Estadual;1;10285;PASCHOAL CARLOS MAGNO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;246
1;1;Rede Estadual;1;10285;PASCHOAL CARLOS MAGNO;9º Ano EF;9;GERAL;2;MATEMÁTICA;254,8
1;1;Rede Estadual;1;10285;PASCHOAL CARLOS MAGNO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;266,7
1;1;Rede Estadual;1;10285;PASCHOAL CARLOS MAGNO;EM-3ª série;9;GERAL;2;MATEMÁTICA;277,2
1;1;Rede Estadual;1;10297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;258,4
1;1;Rede Estadual;1;10297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;264,4
1;1;Rede Estadual;1;10297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;283,6
1;1;Rede Estadual;1;10297;ZEICY APPARECIDA NOGUEIRA BAPTISTA PROFESSORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;295,5
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;3º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;177,3
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;3º Ano EF;9;GERAL;2;MATEMÁTICA;223,2
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;5º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;227,6
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;5º Ano EF;9;GERAL;2;MATEMÁTICA;223,9
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;259
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;9º Ano EF;9;GERAL;2;MATEMÁTICA;265
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;281,3
1;1;Rede Estadual;1;10315;IRACEMA BELLO ORICCHIO DOUTORA;EM-3ª série;9;GERAL;2;MATEMÁTICA;295,1
1;1;Rede Estadual;1;10327;JULIA DE CASTRO CARNEIRO;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;244,3
1;1;Rede Estadual;1;10327;JULIA DE CASTRO CARNEIRO;9º Ano EF;9;GERAL;2;MATEMÁTICA;242,7
1;1;Rede Estadual;1;10327;JULIA DE CASTRO CARNEIRO;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;285,3
1;1;Rede Estadual;1;10327;JULIA DE CASTRO CARNEIRO;EM-3ª série;9;GERAL;2;MATEMÁTICA;274,7
1;1;Rede Estadual;1;10352;WANDYCK FREITAS JORNALISTA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;269,9
1;1;Rede Estadual;1;10352;WANDYCK FREITAS JORNALISTA;9º Ano EF;9;GERAL;2;MATEMÁTICA;275,3
1;1;Rede Estadual;1;10352;WANDYCK FREITAS JORNALISTA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;294,7
1;1;Rede Estadual;1;10352;WANDYCK FREITAS JORNALISTA;EM-3ª série;9;GERAL;2;MATEMÁTICA;293,9
1;1;Rede Estadual;1;10364;DORVALINO ABILIO TEIXEIRA;9º Ano EF;9;GERAL;1;LÍNGUA PORTUGUESA;235,1
1;1;Rede Estadual;1;10364;DORVALINO ABILIO TEIXEIRA;9º Ano EF;9;GERAL;2;MATEMÁTICA;236,1
1;1;Rede Estadual;1;10364;DORVALINO ABILIO TEIXEIRA;EM-3ª série;9;GERAL;1;LÍNGUA PORTUGUESA;274,9
